destination,Afghanistan,Albania,Algeria,American_Samoa,Andorra,Angola,Anguilla,Antigua_and_Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia_(Plurinational_State_of),Bonaire_Sint_Eustatius_and_Saba,Bosnia_and_Herzegovina,Botswana,Brazil,British_Virgin_Islands,Brunei_Darussalam,Bulgaria,Burkina_Faso,Burundi,Cabo_Verde,Cambodia,Cameroon,Canada,Cayman_Islands,Central_African_Republic,Chad,Channel_Islands,Chile,China,Hong_Kong,Macao,Colombia,Comoros,Congo,Cook_Islands,Costa_Rica,C?te_d'Ivoire,Croatia,Cuba,Cura?ao,Cyprus,Czech_Republic,Democratic_People's_Republic_of_Korea,Democratic_Republic_of_the_Congo,Denmark,Djibouti,Dominica,Dominican_Republic,Ecuador,Egypt,El_Salvador,Equatorial_Guinea,Eritrea,Estonia,Ethiopia,Faeroe_Islands,Falkland_Islands_(Malvinas),Fiji,Finland,France,French_Guiana,French_Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy_See,Honduras,Hungary,Iceland,India,Indonesia,Iran_(Islamic_Republic_of),Iraq,Ireland,Isle_of_Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao_People's_Democratic_Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall_Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia_(Federated_States_of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New_Caledonia,New_Zealand,Nicaragua,Niger,Nigeria,Niue,Northern_Mariana_Islands,Norway,Oman,Pakistan,Palau,Panama,Papua_New_Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto_Rico,Qatar,Republic_of_Korea,Republic_of_Moldova,R?union,Romania,Russian_Federation,Rwanda,Saint_Helena,Saint_Kitts_and_Nevis,Saint_Lucia,Saint_Pierre_and_Miquelon,Saint_Vincent_and_the_Grenadines,Samoa,San_Marino,Sao_Tome_and_Principe,Saudi_Arabia,Senegal,Serbia,Seychelles,Sierra_Leone,Singapore,Sint_Maarten_(Dutch_part),Slovakia,Slovenia,Solomon_Islands,Somalia,South_Africa,South_Sudan,Spain,Sri_Lanka,State_of_Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian_Arab_Republic,Tajikistan,Thailand,The_former_Yugoslav_Republic_of_Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad_and_Tobago,Tunisia,Turkey,Turkmenistan,Turks_and_Caicos_Islands,Tuvalu,Uganda,Ukraine,United_Arab_Emirates,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Republic_of_Tanzania,United_States_of_America,United_States_Virgin_Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela_(Bolivarian_Republic_of),Viet_Nam,Wallis_and_Futuna_Islands,Western_Sahara,Yemen,Zambia,Zimbabwe
France,3346,3391,788914,1,1233,11499,8,19,10137,6547,10,3931,11675,400,64,55,2198,42,1126,127976,7,11476,53,240,1287,82,8357,182,20435,,33,9404,3831,1344,16358,69234,36846,16520,,8492,2554,,13207,41681,2227,111,15050,18859,48395,4,421,40942,10463,2031,,1073,11542,99,32512,6772,3050,744,454,1585,22453,999,144,160,828,3850,4,,93,4412,,,,7939,1329,1337,171594,5576,63,13918,12,,,,1614,7816,8060,30,26253,,482,13404,396,25817,3852,23359,4614,6702,12,5866,521793,463,18064,940,436,947,1,680,103,50300,1310,38599,10,803,1354,103,1547,8016,38740,77,1901,4,49299,910,,,11287,38101,,6305,1,3282,288,949,5,713987,1048,673,104,,707,34420,,1221,489,1709,2710,,,3257,21,15579,,358,108,755,7906,7979,135061,781382,290,151,18230,861,,31928,21377,3150,1,5,155,,93,27,248,127,1246,73801,1898,429,713,1348,,2771,3354,4,1485,2397,,433748,33041,850,1132,267,8,10606,60882,13644,30,12071,74534,1,14522,,164,269,276216,241148,217,7,1,421,7869,266,102335,629,40260,1,2065,303,127,3253,99095,,15,911,275,386
French_Guiana,,,95,,,,,,,,,,,,,,,,,75,,,,,,,,,6204,,,,,,,,,,,,,,,961,,,,,,,,,,,,,,,,,,443,,,,,,,,,,,,,15361,,,,,,,,,,,,2089,,,,,2242,9605,,,,,,,,,,,,108,,,,,,,,,920,,,,,,,,,,,,,,,,4570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,365,,,,,,1722,,,,,,,,,,,,,,,,,,,,,,,15289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_Polynesia,,,605,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,17851,,,,,,319,,,,,,,,,,,,,,,,,35,15,,,,,,132,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,107,,,,,,,,,,,,,,,,,,76,,372,,,,187,,,30,,,,
Gabon,,,34,,,342,,,,,,,,,,,,,,154,,16115,,,,,,,,,,,2158,52,,,15636,90,,,1396,,,107,,,,,5037,,,1048,,,,,,50,2750,,,,,,,,26839,,,,,,,,4961,,,,,,27,1965,,,,,,,,1537,,,,,,,,,,,,,,5,,,10,,,,,,,,,772,,,,,,,,,,,17028,,,,,,,,,,,,,221,,,,,,,,,,,7381,,,,,,,,,,,,,,,,60,,,,,65,,,,,,,,2009,,9416,,,,,,,,,,4,,,,,,,,,,9,,,,,7105,,,,69,,,,,,,,,,169,,,,,,,,,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24859,7591,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,5697,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72943,,,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,4039,,,,7911,,,,,16521,,,,,,,,,,,,,,,,,,,,,,,,,421,,,,,,,,,,,,,,438,,,,,,,,,,,846,,,,,,,,,,,,8348,,,,,,,,,,,,,,,,,,,,,,,,,,,,21017,,,,3360,,1382,,,,,,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3794,,,,798,4413,,390,191090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306,,,,,,,,,455,1609,,,,46581,,,,,,,10078,,,,,,,,
Germany,33279,5211,8493,,,,,,4499,5581,,6205,189349,600,,,4767,,1190,21902,,610,,,1634,,108349,,11446,,,27077,563,233,,1666,2178,9241,,,265,,6888,19834,,,4218,,351,,516,737,150313,2734,,328,27873,1277,4459,16667,,,1012,1252,10932,524,,2815,1467,19612,,,,11251,89386,,,123,1908,1410,,20822,,337546,,,,,583,697,,,292,,438,50833,1239,31877,8819,95723,6844,12186,,9659,486516,701,24560,12527,10199,1361,,,199,2315,3143,45648,,2666,1438,35,2386,5470,430,,2616,,634,246,,,,,,3437,,,,30932,,72631,,276,,,867,116092,,916,653,223,13230,,,6286,,26620,,207,,636,4288,22895,248610,92782,,,20119,1218,,176920,77318,324,,,,,,,,,1003,1771,428334,,1002,725,,16278,12999,,5957,4059,,142457,38618,,,,,13195,33253,15330,236,16629,35938,,1693,,,354,27234,1586121,28,,,1013,16108,,103961,816,99835,,830,2864,,1662,69594,,,991,303,
Ghana,,,7,,,,,,,,,17,,,,,,,,,,8959,,,,,,,7,,,,41668,,,,61,147,,,8,,,121,,,,,,,,4902,,,,,,,16,,,,,,21,,,,,16,,,,,117,,,,19,,,,,,,,,,,74,,,,,,,,454,,,,,,24,123,,30,,,8,,,,,,525,,9824,,,,,,,,,3592,,,,9,,,,,,,,,,,,,,,131,,,,4229,14876,,,,,47,,,,,,20,34,,,,,,,,47,268,,,,,,,,,,53,,,119,,,,,,,,,,15,,18,,,,104,37,,,,,61553,,,,,,,,,,,,972,6,437,,,,,,,,,,,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2392,,,,,,,,,,,,,,,,,,,,,,,,,3025,,,,,,,,,,,,,
Greece,621,63963,203,3,6,20,6,12,641,12148,41,19643,3523,171,21,5,7665,6,592,5284,5,5,2,6,9,,487,3,1460,12,,7509,5,44,32,8,188,14677,15,42,18,2,783,329,30,,442,0,35,5,26,117,466,194,,45588,2296,541,657,1836,3,410,218,51,12485,18,2,137,146,3422,3,,11,1528,10626,2,17,18,59,36031,26527,633,12,,8,2,20,2,41,11,3,14,143,2,62,905,39,5351,195,2645,6631,1042,18,1413,12933,72,1185,2473,3531,480,,29,74,6,75,5775,3,35,1123,12,293,146,63,,63,8,15,227,2,,3,45,,379,,11,9,,2,762,39,42,8,,29,5508,,567,41,33,1565,,14,958,3,5947,8,286,3,72,209,11217,29946,731,18,6,15,9177,5,5983,28345,174,26,6,,11,92,2,9,3,532,81,0,41,436,65,,699,104,6,44,1755,,2586,1344,389,1141,2,6,3364,2747,6547,15,326,4152,0,11,3,,9,529,34502,40196,,20,107,189,17,34223,268,43336,14,56,1284,3,585,713,884,203,69,189,61
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,13,,,,,,0,,,,,,,,,,,,,,,,8663,,,,,,,,,,,265,,,17,11,,,,,,34,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,2,9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,4,,,,,,,,,,,,,,,32,,30,,,,,,,,,,,
Grenada,,,,,,,,22,,,,,,,17,,,101,,,,,,,,,,,,8,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,92,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647,,,,,,,,,,,,7,,,,43,,,,,,
Guadeloupe,,,74,,,,,,,,,,,,,,,,,186,,,,,,,,,35,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,5560,3440,,,,,,,,,,,,31775,732,,,,,125,,,,,,,,,,,56,12028,,,,,80,,,,,,,143,,,,,,,,,,,121,,,,,,,,,,,,,,5803,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,186,,,,,244,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,3,,,89,117,,,,,,,,,,,,,,,,,166,,197,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455,,,,,,,,,,,,,,,,,,,,,,88,,,,,,2962,,,,,,,,,,,,,,,,,,2019,,,,1232,,,,,24527,,,194,,3582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27990,,,,,,352,,,,,
Guatemala,,,,,,,,,285,,,47,,,,,,,,,543,,,,67,,,,77,,,,,,,,,272,,,,,271,307,,,490,,,,758,,,275,,,,,,,,,59,120,22,236655,,,,,,,,,294,13,,,,,476,,,,269,,,,,,,,26,,4768,,,,27,12,,,,58,325,,84,,,,,,,,,27,,,,,,,,,,,,,,,,,,5402,,,,,,,,,,,,83,,,3726,,,,,,,17,,242,,72,210,15,,14,69,,290,,,,,,,,,,,,,,27,,,,,,,,,,,,,944,,30,,,,27,151,52,,,,,,,,,,16,,,,,,,125,,5822,,95,,,113,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,207,,2351,,,,,,,248,,,,479,,98,,,297,,,,,,134,,,,,,,,2472,,61,,,,,,,,,,,,,,,,,,,,,1642,,,,811,,849,1337,,,,,,,,,2798,,,,,,,,,61,,,,,102,,27,,,,,,,,,852,,342691,,,,,,,,,15549,,,,384,,,,,,,,,,,,,,,,,,,1393,910,,,,,,,,,,,,,237,,,138,,,,478,,,,,,,,,,682,6770,,,15985,,,,,,,,,59,,,,,,,,30,,,,,1468,,,,,,,,,,84,,,,552,,,,,,,,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,960,,,,,,,,,,,3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,5053,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,
Guyana,,,,,,,,5,,,,,,,4,,,156,,,,,,,,,,,485,,,,,,,,,92,,,,,,263,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,103,,,,,,,,,,,,,,,,,,,,,1047,,,,,,,,,,,,189,,,,,,,,,131,,285,,,,,478,,,,,,
Haiti,,,,,,,,,466,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,628,,,,,333,348,,,828,,,,274,,,1203,,,,,,,,,2406,,,,,,,,,,,,445,,,,,,896,,,,,,,,,,,,,,,,,,,,,,,,1227,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,351,,,,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,,,,,,,377,,,,,,,,,,,,,,,,,,,,1607,,286,,,2510,,,,,,
Holy_See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,145,,,,,,,,,,,19,213,,,,112,,,,179,,,,,,,,,264,68,,,,273,394,,,409,,,,594,,,464,,,,48,,,,,103,348,,114810,,,,,,,,,109,,,,,,223,,,,,,,,3250,,,,34,,,,,,,,,,,68,198,20,106,31,,,,,,,,,,,,,,,,,,,,,,,,,,795,,,,,,,,,,,,69,,,142802,,,,,,,,,190,,27,291,,,,98,,53,,,,19,,,,,,,,,,,,,,,,,,,,,,,371,,116,,,,23,47,,,,,,,,,,,,,,,,,,78,,2692,,51,,,75,,,,,,
Hungary,274,96,263,,,32,,,22,186,,832,5206,134,1,13,60,0,91,98,0,11,0,,14,,381,1,68,,,1962,,,,65,6,226,,4,2,,112,941,,,33,,18,,8,0,365,252,,387,68,,11,42,,,0,22,251,12,,0,39,31,,,,92,1793,,,0,0,186,18409,44,,1601,,1,,,6,15,5,5,,,2,,8,978,191,1800,732,26,,425,389,4,271,350,469,18,,154,116,40,21,304,0,1,332,0,42,4,8,,0,,8,0,,,9,21,,20,,0,386,0,,38,12,8,0,,0,181,,0,8,15,169,,,118,14,205,,8,0,5,72,0,3647,21,,30,1076,56,,194128,38081,1,,12,,,0,,,,286,5,0,,6,73,,316,96,,5,44,,54,47,93,72,,,262,145,482,16,631,46027,,2,,,0,34,385,,,,6,3040,0,521,28,2956,,60,102,,169,653,,,241,2,9
Iceland,1,10,10,,,10,,,5,2,0,60,52,2,1,0,0,0,0,34,0,,1,,6,,9,,11,,,18,0,,19,1,1,145,,,,,15,58,,,21,,,,3,0,6,7,,1,43,,1,2048,0,0,2,7,8,0,1,0,0,13,237,,0,75,135,,,,2,2,803,10,,5,35,,,,14,3,,7,1,,7,35,,62,59,14,2,81,,20,38,5,17,0,0,10,,0,0,,0,14,,0,0,,0,53,0,0,5,,0,0,,,,3,,10,,0,5,,,21,4,0,10,0,8,112,,86,1,0,3,,,683,,8,,1,0,1,20,135,265,45,0,1,27,0,,1,37,0,,,,,,,,,1,3,312,,5,6,,1,8,0,0,65,,105,83,,,0,,1012,53,8,97,83,7,,0,,0,1,6,18,0,,,3,11,0,647,9,1077,,3,2,,6,76,,,0,2,4
India,14159,,,,,,,,,,,3116,,,,,4375155,,,,,,,11088,,,,,,,16220,,,,,,,6474,,,,,,18165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385,,5858,,,,,,5654,,,,,,,,,,,,,,,,,,1786,3051,1189,,,,,,903,,1408,8170,,16860,,,,,,,,,,,,,12295,1810,,,,,,2547,,,,,,,,,,85706,,,518212,,,,,,1286,,,,,1921278,,,,,,,,454,,,,,,,3445,,,,,,,,,,6058,,,,,9307,,,,,,,,,281720,,,,,,,,,,,,,,,,,343,,,,2058,,9940,5063,,5649,,,,,,2832,,,,1008,
Indonesia,,,,,,,,,,,,5963,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,258310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7818,,,,,,,,,12535,4851,,,,,,,,,,,13860,,,,,,5406,,,,,,,,,,,,,,,,,,,,,928,,,,,,,,,,5486,,,,,,3472,,,,,10866,,,,,,,,,,,,,,5544,,,,,4346,,,,,,,,,,,,,,,,3465,,1458,,729,,,,,,,,,,,,,20883,,8745,,,,,,,,,,,
Iran_(Islamic_Republic_of),3123968,,,,,,,,,521,,,,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,216,,,,,,,,,,,,,,,,,,,
Iraq,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11075,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,14976,,,,,,,,7970,,,,309,,,,1173,,,,,,,,,,,,,,,154,,,,,,,,,451,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,210,,,,,,,,,,519,,,,,,,,,,204,,360,,,14347,2924,,,,,4778,,,,,,,,,241,938,,,,,,222,,,,,,,,,,,,1543,,
Ireland,29,57,113,,0,92,0,1,63,10,1,532,49,10,5,16,157,4,117,471,1,6,11,1,3,,123,15,380,0,3,178,2,9,1,2,67,371,5,1,2,,27,563,86,,,0,163,,2,26,97,16,,20,265,25,10,394,0,0,2,8,102,5,0,7,190,29,1,1,3,75,1917,,0,1,11,49,3341,97,7,104,0,3,,,24,10,0,6,1,,2,167,7,750,24,85,87,,,42,1296,23,102,22,50,93,0,39,6,6,703,26,7,21,84,0,1246,19,2,14,171,1,6,23,0,,2,74,,59,0,1,61,0,0,52,8,12,7,,26,1642,1,192,3,25,837,,,59,9,293,,3,3,5,24,774,3168,122,,7,37,113,,430,229,15,1,0,1,0,1,3,0,,82,4,0,2,38,42,,412,11,0,102,621,,499,46,13,113,2,4,145,106,22,4,103,126,1,22,,0,22,19,94,1,0,,29,170,39,184671,24,15922,,11,18,0,24,122,,0,6,65,185
Isle_of_Man,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,30510,,242,,,,,,,,,,,
Israel,2724,,19544,,,,,,25526,,,2102,6373,14696,,,,,33049,3657,,,,,,,,,5866,,,19353,,,,,,4777,,,,,2613,1027,,,1155,,,,,,,,,,,,,1040,,,,,21780,,,,,40595,,,,529,17904,,,,,25921,26628,,,1320,,,,,,,,,,,,15656,,16927,,47785,74502,,,,4617,,,,6279,,,,1078,,9479,3924,,,19180,,13594,,,,,,,,,,,,,1422,,,,,,157029,,,,,,4337,,,,,,,,,,,,,,,649,,95566,,,,,28570,,128886,175938,,,,,,,,,,,,,,,,,,,,,8519,,3129,,,,,,1178,2662,10963,4484,,,,,,,,40293,31449,507,,,,168081,,14958,,47532,,4315,31121,,640,,,,36222,,
Italy,271,44935,6171,,2,304,,1,31345,25,,8059,16037,6,6,0,5421,3,93,14298,4,107,,12,94,,4034,1,25441,,0,446,381,101,6799,41,254,10188,,6,17,,8674,32172,,,9633,3,508,,92,1324,6648,1444,,42,937,1,205,4729,2,0,9060,997,40045,724,6,779,31,16703,,,3,462,66902,,,14,84,11,96165,25093,,19876,,1,,,108,103,35,9,38,8,78,698,55,3413,166,19096,176,4114,,7287,,38,13179,5005,50,134,21,49,3,77,38,9128,0,4,5450,3,16,929,193,8,67,1,43,257,2,,46,9594,,4331,0,154,5,1458,,169285,58,28,13,0,11,17068,,88,78,4,11859,,,159,38,6808,2,143,3,53,12843,65197,24516,6791,,0,630,84,,40066,7359,126,,2,1,,0,13,1055,9,17,44973,17845,181,91,40,,223,1268,1,11363,409,,26557,19974,55,47,12,1,5968,43544,527,7,568,72688,10,87,,5,21,70813,7575,7,,0,53,206,2,59492,135,63755,,678,191,1,9773,636,,,40,20,30
Jamaica,,,,,,,,120,,,,,,,518,,,418,,,6,,,,,,,,,,,,,,,,,1140,,,,,,,,,,,,,96,,,1746,,,,,,,,107,,,,130,,,,,,,,,,,,,,,,,,,,161,,,295,,,,,,157,,,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,73,,,,,,,,,,,,,,,,75,257,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,,,,,,,,,5469,,4575,,,,,,,,,,,
Japan,,,,,,,,,2657,,,3976,309,,,,2110,,,402,,,,,,,,,56445,,,,,,,1171,,4910,,,,,,150383,,,,,,,,,,,,,,,,450,,,,,368,,,,,,,,,432,3167,,,,,,3607,598,,,,,,,,,,,,,,,,3108,3624,1237,,671,,,940,,,,,,,,,,,,,,,,,,,,4684,,,,,,,,,786,,,,,,,,,,,,749,,1275,,,193,,,360,,2068,,,,,10282,49106,359,319,,,688141,,,,440,,,,,,,,,,,,,,,1194,,,,,,,,856,1206,,,,,586,980,,,6726,,,,,,,,,,,,,,,10209,,38375,,,,,,6235,,,,,
Jordan,74,,222,,,,,,,26,,188,78,,,143,948,,,33,,,,,,,320,,101,,11,91,,,,,,241,,,4,,,192,1,,15,,,,,,19,,,13,18,40,,49,,,,,171413,,,139,,21,,,,,295,,,,,,413,44,,117,,,,,,,,,,,,35,,871,183,119,25773,75,,6,518,,143,,3,,,233,,,,3021,,,338,,,,,,983,,,,,,90,,,,,,,,,398,,2,,,9,147,,28,,,23,,,8,540,5168,,,,,,2245,85,,,102,96,2,,310,581,,,,,,,,,,3495,,35,,,,,12,,,24,24,233,282,11062,851880,1891,,,82,53,51557,,73,208,,,,,,221,957,,,,,45,156,465,,1691,,,,,45,,,,2439,,
Kazakhstan,,,,,,,,,,7596,,,,35789,,,,,72545,,,,,,,,,,,,,4142,,,,,,,,,,,,695,,,,,,,,,,,,,,19805,,,,,,,,,,,358,,,,,,,,,,,3773,380407,,,18571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5606,,358,,,,,,4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23820,,,,41045,13149,,,2474111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085,,,,,,,,,19692,338,,,,356063,,,,,,,131905,,,,,,,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,394,,,,,,,,,0,,26695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3874,,,,,,,,,,,,,,,,,,,7875,197,5801,,,,814,,,,,,,,,,,,,,,,,,,83355,,,,66464,,,,,,,,,,,,
Kiribati,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,,,23,,43,,,,,,,,,,,
Kuwait,1334,,,,,,,,,,,,,,,189,126783,,,,,,,,,,,,,,,,,,,,,,,,870,,,,,,,,,,,,,,,,,,,,,,,,135880,,,3148,,2216,,,,,355,,,,,,,,,,,,,,,,,,,,,,,375183,38147,,,,,,,,,21348,,,,,,,,4513,,,,,,,,,,,,,,,,,,,,,,,,1594,,,,,1416,1080,,,,,1160,,,,,129928,,,,,,49207,,,,49,,,,,,,,,,,,,,,380,,,,,,,,,,2111,,0,,36364,9497,29503,,,,,11021,,1823,,,,,,,961,8007,,,,,,4778,10010,,2808,,,,,,,,,36441,,
Kyrgyzstan,,,,,,,,,,7381,,,,14455,,,,,30187,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,800,,,,,,,,,,,1544,,,,,361,,,,,,10351,15254,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405,,,,,,2526,,,,,,6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6934,,,,1459,8066,,713,349174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6041,,,,,,,,,833,2941,,,,85115,,,,,,,18416,,,372,,,,,
Lao_People's_Democratic_Republic,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,1398,,,,,,,,4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277,,,,,,,,,,,,,,,,,,,,,,,13852,,,,,
