destination;Afghanistan;Albania;Algeria;American_Samoa;Andorra;Angola;Anguilla;Antigua_and_Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia_(Plurinational_State_of);Bonaire_Sint_Eustatius_and_Saba;Bosnia_and_Herzegovina;Botswana;Brazil;British_Virgin_Islands;Brunei_Darussalam;Bulgaria;Burkina_Faso;Burundi;Cabo_Verde;Cambodia;Cameroon;Canada;Cayman_Islands;Central_African_Republic;Chad;Channel_Islands;Chile;China;Hong_Kong;Macao;Colombia;Comoros;Congo;Cook_Islands;Costa_Rica;C?te_d'Ivoire;Croatia;Cuba;Cura?ao;Cyprus;Czech_Republic;Democratic_People's_Republic_of_Korea;Democratic_Republic_of_the_Congo;Denmark;Djibouti;Dominica;Dominican_Republic;Ecuador;Egypt;El_Salvador;Equatorial_Guinea;Eritrea;Estonia;Ethiopia;Faeroe_Islands;Falkland_Islands_(Malvinas);Fiji;Finland;France;French_Guiana;French_Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy_See;Honduras;Hungary;Iceland;India;Indonesia;Iran_(Islamic_Republic_of);Iraq;Ireland;Isle_of_Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao_People's_Democratic_Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall_Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia_(Federated_States_of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New_Caledonia;New_Zealand;Nicaragua;Niger;Nigeria;Niue;Northern_Mariana_Islands;Norway;Oman;Pakistan;Palau;Panama;Papua_New_Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto_Rico;Qatar;Republic_of_Korea;Republic_of_Moldova;R?union;Romania;Russian_Federation;Rwanda;Saint_Helena;Saint_Kitts_and_Nevis;Saint_Lucia;Saint_Pierre_and_Miquelon;Saint_Vincent_and_the_Grenadines;Samoa;San_Marino;Sao_Tome_and_Principe;Saudi_Arabia;Senegal;Serbia;Seychelles;Sierra_Leone;Singapore;Sint_Maarten_(Dutch_part);Slovakia;Slovenia;Solomon_Islands;Somalia;South_Africa;South_Sudan;Spain;Sri_Lanka;State_of_Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian_Arab_Republic;Tajikistan;Thailand;The_former_Yugoslav_Republic_of_Macedonia;Timor-Leste;Togo;Tokelau;Tonga;Trinidad_and_Tobago;Tunisia;Turkey;Turkmenistan;Turks_and_Caicos_Islands;Tuvalu;Uganda;Ukraine;United_Arab_Emirates;United_Kingdom_of_Great_Britain_and_Northern_Ireland;United_Republic_of_Tanzania;United_States_of_America;United_States_Virgin_Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela_(Bolivarian_Republic_of);Viet_Nam;Wallis_and_Futuna_Islands;Western_Sahara;Yemen;Zambia;Zimbabwe;;
Falkland_Islands_(Malvinas);;;;;;;;;36;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;640;;20;;;;;;;;;;;;United_Kingdom_of_Great_Britain_and_Northern_Ireland;640
Fiji;;;;;;;;;;;;1405;;;;;1334;;;;;;;;;;;;;;;;;;;;;;;;;;;835;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1374;;;;;;;;;;;;;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1045;;;;;;;;1382;;;;;;;;;;;;;;;;;;;;;;267;;;;;;;;;;;;636;;;;;;;;;;;;;;;;;;;1203;;;;;;372;;;;646;;;;;;167;;;;;;;;Australia;1405
Finland;144;17;305;;1;49;;1;120;10;1;502;258;4;2;3;231;6;16;144;1;1;0;0;34;;100;2;203;;0;348;1;4;3;73;15;977;0;1;2;;175;1106;;;242;2;12;;16;28;52;74;;53;272;2;144;577;1;1;22;35;276;11;0;5;3285;394;;;6;;727;;0;1;96;5;2800;161;;357;;1;;;21;7;2;8;1;1;10;644;90;768;74;1160;1453;128;;371;655;25;455;88;22;139;0;39;1;3;117;196;0;19;45;0;68;23;2;2;165;1;3;13;;;0;18;;98;;2;7;0;;642;12;29;38;;49;515;;54;23;9;170;;;853;2;237;;11;2;7;125;484;1007;106;;4;82;7;;375;33877;13;0;1;1;0;2;1;0;0;93;25;0;1;29;41;;7;2;0;1772;145;;579;232;0;0;2;5;24814;476;105;2;960;10;;8;;1;10;208;1133;2;;0;16;92;22;2018;116;2494;;39;6;0;41;2035;;;12;52;15;Russian_Federation;33877
France;3455;3501;814417;1;1273;11871;9;20;10465;6759;10;4058;12052;413;67;57;2269;44;1163;132113;7;11847;55;248;1329;85;8628;188;21096;;34;9708;3955;1388;16887;71472;38038;17054;;8767;2637;;13634;43028;2299;115;15537;19469;49960;4;435;42266;10802;2097;;1108;11915;102;33563;6991;3149;768;469;1637;23179;1032;149;166;855;3975;4;;96;4555;;;;8196;1372;1381;177141;5756;65;14368;13;;;;1667;8069;8321;31;27102;;498;13837;409;26652;3977;24114;4763;6919;13;6056;538661;478;18648;971;450;978;1;702;106;51926;1353;39847;10;829;1398;106;1597;8275;39993;80;1962;4;50893;940;;;11652;39333;;6509;1;3388;297;980;6;737068;1082;695;108;;730;35533;;1261;505;1764;2798;;;3363;22;16083;;370;112;780;8162;8237;139427;806641;300;156;18820;889;;32961;22069;3252;1;6;160;;96;28;256;132;1286;76187;1960;443;736;1392;;2861;3463;4;1533;2475;;447770;34109;877;1169;276;9;10949;62850;14085;31;12461;76894;1;14992;;170;278;285233;248944;224;7;1;435;8124;275;105643;650;41562;1;2132;313;132;3358;102298;;16;941;284;399;Algeria;814417
French_Guiana;;;94;;;;;;;;;;;;;;;;;110;;;;;;;;;7022;;;;;;;;;;;;;;;1201;;;;;;;;;;;;;;;;;;493;;;;;;;;;;;;;18094;;;;;;;;;;;;2180;;;;;2469;11381;;;;;;;;;;;;120;;;;;;;;;910;;;;;;;;;;;;;;;;4771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;344;;;;;;;;381;;;;;;1565;;;;;;;;;;;;;;;;;;;;;;;15381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;France;18094
French_Polynesia;;;664;;;;;;;;;69;;;;;;;;;;;;;;;;;;;;;;;;;;125;;;;;;599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;19606;;;;;;350;;;;;;;;;;;;;;;;;38;16;;;;;;144;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1916;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;;;;;;;117;;;;;;;;;;;;;;;;;;83;;408;;;;205;;;32;;;;;France;19606
Gabon;;;41;;;408;;;;;;;;;;;;;;184;;19261;;;;;;;;;;;2580;62;;;18690;108;;;1669;;;128;;;;;6021;;;1252;;;;;;60;3287;;;;;;;;32079;;;;;;;;5930;;;;;;33;2348;;;;;;;;1837;;;;;;;;;;;;;;6;;;12;;;;;;;;;923;;;;;;;;;;;20352;;;;;;;;;;;;;264;;;;;;;;;;;8823;;;;;;;;;;;;;;;;72;;;;;78;;;;;;;;2401;;11255;;;;;;;;;;5;;;;;;;;;;11;;;;;8493;;;;83;;;;;;;;;;202;;;;;;;;;;;;Equatorial_Guinea;32079
Gambia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30668;9365;;;;;;;;;;;;;;;;;;;;;;;;;;;286;;;;;;;;;7028;;;;2474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89990;;;6835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Senegal;89990
Georgia;;;;;;;;;;3297;;;;6433;;;;;13650;;;;;;;;;;;;;;;;;;;;;;;;;337;;;;;;;;;;;;;;587;;;;;;;;;;;720;;;;;;;;;;;;5779;;;;;;;;;;;;;;;;;;;;;;;;;;;;17483;;;;2793;;1168;;;;;;3157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3438;;;;586;3659;;396;156500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2690;;;;;;;;;513;1335;;;;38158;;;;;;;9342;;;;;;;;;Russian_Federation;156500
Germany;51537;8303;12366;;;;;;4616;7892;;6836;185418;6621;;;5304;;10522;22307;;859;;;1653;;129718;;17392;;;30146;1296;331;;1266;5590;10444;;;281;;6584;34512;;;6401;;844;;639;1745;179958;4993;;631;64364;1453;9428;18466;;;2828;2397;12245;504;;3979;5310;17204;;;;13312;97944;;;182;2261;5946;;21454;;345405;;;;;618;1345;;;350;;498;69867;1370;32944;9827;100027;32864;13677;;9305;492300;985;27918;11543;248645;2966;;;16588;1709;8067;47656;;2891;2068;99;9451;5626;538;;3016;;722;295;;;;;;4652;;;;37033;;75112;;431;;;1386;111594;;1178;634;519;14054;;;6815;;31202;;237;;731;6123;23278;459633;111027;;;20781;8538;;249921;490548;599;;;;;;;;;875;2171;512812;;3113;894;;20363;19580;;6853;4560;;133808;43756;;;;;15721;34981;20223;4140;26601;44914;;6485;;;404;25283;1617880;1774;;;1151;85683;;107736;907;104837;;782;9029;;2306;75465;;;1342;342;;Turkey;1617880
Ghana;;;7;;;;;;;;;17;;;;;;;;;;8928;;;;;;;7;;;;41526;;;;61;147;;;8;;;121;;;;;;;;4885;;;;;;;16;;;;;;21;;;;;16;;;;;116;;;;19;;;;;;;;;;;74;;;;;;;;452;;;;;;24;123;;30;;;8;;;;;;523;;14538;;;;;;;;;3580;;;;9;;;;;;;;;;;;;;;131;;;;4214;14826;;;;;47;;;;;;20;34;;;;;;;;47;267;;;;;;;;;;53;;;1180;;;;;;;;;;15;;18;;;;104;37;;;;;144121;;;;;;;;;;;;969;6;435;;;;;;;;;;;;Togo;144121
Gibraltar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2235;;;;;;;;;;;;;;;;;;;;;;;;;3316;;;;;;;;;;;;;;United_Kingdom_of_Great_Britain_and_Northern_Ireland;3316
Greece;472;230218;258;8;5;19;11;13;628;10438;66;19792;2854;277;21;15;6129;7;573;4916;3;7;4;4;13;;422;3;1763;10;;22834;6;90;33;9;308;13411;12;66;21;3;582;441;40;;410;0;435;5;26;116;407;199;;33684;2970;274;928;1314;13;401;192;48;22258;26;1;117;102;2929;2;;10;1175;8518;3;16;31;51;53103;63007;514;12;;8;4;20;2;37;17;5;13;87;5;47;1228;35;6117;225;1946;6698;762;15;1032;9328;68;863;1630;13744;419;;87;141;6;65;3958;2;28;848;9;228;121;101;;55;6;16;162;1;;4;48;;366;;16;10;;2;772;52;31;7;;21;4247;;530;35;54;1705;;9;701;3;8295;10;210;2;63;187;8569;22454;506;19;9;108;7674;5;16015;49780;148;19;6;;26;102;4;9;3;490;63;2508;37;344;67;;548;105;12;55;3596;;1760;1069;387;1262;2;9;4336;3115;6220;40;321;2519;3;12;2;;9;407;54741;19982;;48;99;8282;47;23503;330;32841;14;87;3199;4;716;465;451;103;47;213;253;Albania;230218
Greenland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;11;;;;;;1;;;;;;;;;;;;;;;;6648;;;;;;;;;;;286;;;10;9;;;;;;35;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;6;3;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;13;;;;;;;;;;;;;;;22;;27;;;;;;;;;;;;Denmark;6648
Grenada;;;;;;;;28;;;;;;;22;;;131;;;;;;;;;;;;10;;;;;;;;145;;;;;;;;;;;;;;;;;;;;;;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316;;;;;;;;;;;;;;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;119;;333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1813;;;;;;;;;;;;321;;;;175;;;;;;;Trinidad_and_Tobago;1813
Guadeloupe;;;99;;;;;;;;;;;;;;;;;248;;;;;;;;;39;;;;;;;;;263;;;;;;;;;;;;;;;;;;;;;;;;5604;2517;;;;;;;;;;;;40430;881;;;;;167;;;;;;;;;;;91;10272;;;;;107;;;;;;;192;;;;;;;;;;;162;;;;;;;;;;;;;;6985;;;;;;;;;;;;;;;;425;;;;;;;;;;;;;;;;;;248;;;;;294;;;;;;274;;;;;;;;;;;;;;;;;;;;;;;14;;;119;157;;;;;;;;;;;;;;;;;222;;263;;;;;;;;;;;;France;40430
Guam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2451;;;;;;;;;;;;;;;;;;;;;;169;;;;;;4962;;;;;;;;;;;;;;;;;;2098;;;;1284;;;;;28576;;;194;;3411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23543;;;;;;352;;;;;;Philippines;28576
Guatemala;;;;;;;;;318;;;46;;;;;;;;;561;;;;77;;;;114;;;;;;;;;262;;;;;231;361;;;610;;;;746;;;347;;;;;;;;;64;113;21;124346;;;;;;;;;229;13;;;;;440;;;;261;;;;;;;;18;;5032;;;;26;12;;;;71;279;;89;;;;;;;;;21;;;;;;;;;;;;;;;;;;8236;;;;;;;;;;;;86;;;4565;;;;;;;17;;216;;55;249;28;;16;67;;709;;;;;;;;;;;;;;24;;;;;;;;;;;;;889;;30;;;;29;124;51;;;;;;;;;;16;;;;;;;134;;5639;;92;;;144;;;;;;;El_Salvador;124346
Guinea;;;;;;;;;;;;;;;;;;;;238;;2710;;;;;;;285;;;;552;;112;;;342;;;;;;154;;;;;;;;2850;;70;;;;;;;;;;;;;;;;;;;;;1893;;;;935;;978;1541;;;;;;;;;3226;;;;;;;;;70;;;;;117;;31;;;;;;;;;982;;449575;;;;;;;;;17927;;;;442;;;;;;;;;;;;;;;;;;;1606;1049;;;;;;;;;;;;;273;;;159;;;;551;;;;;;;;;;786;7805;;;273125;;;;;;;;;68;;;;;;;;34;;;;;1692;;;;;;;;;;96;;;;636;;;;;;;;;;;;Liberia;449575
Guinea-Bissau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;466;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;;;;1247;;;;;;;;;;;4069;;;;;;;;;;;;;;;;;;;;;;;;;;;;2407;;;;;;;;;;;;;461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;678;;;;;;;;;;;;;;;;;;16635;;;524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257;;;;;;;;;;;;Senegal;16635
Guyana;;;;;;;;8;;;;;;;6;;;186;;;;;;;;;;;780;;;;;;;;;147;;;;;;422;;;;;;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;81;;;;;;;;;;;;;;;;;;;;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;275;;154;;;;;;;;;;;;;;;;;;;;;1681;;;;;;;;;;;;310;;;;;;;;;211;;459;;;;;768;;;;;;;Suriname;1681
Haiti;;;;;;;;;548;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;739;;;;;392;410;;;975;;;;322;;;1416;;;;;;;;;2832;;;;;;;;;;;;524;;;;;;1055;;;;;;;;;;;;;;;;;;;;;;;;1444;;261;;;;;;;;;;;;;;;;;;;;;;;;;;;361;;;;;;;;;;;;;;;;;;;;;;;;;;;413;;;;1819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1526;;;;;;;444;;;;;;;;;;;;;;;;;;;;1891;;337;;;2954;;;;;;;Venezuela_(Bolivarian_Republic_of);2954
Holy_See;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#N/A;0
Honduras;;;;;;;;;144;;;;;;;;;;;19;242;;;;111;;;;178;;;;;;;;;262;68;;;;252;419;;;527;;;;617;;;460;;;;48;;;;;102;345;;60692;;;;;;;;;108;;;;;;221;;;;;;;;3336;;;;34;;;;;;;;;;;68;196;20;105;31;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;;;;;;;;;;69;;;74273;;;;;;;;;243;;27;288;;;;97;;53;;;;19;;;;;;;;;;;;;;;;;;;;;;;381;;115;;;;23;47;;;;;;;;;;;;;;;;;;77;;3877;;51;;;74;;;;;;;Nicaragua;74273
Hungary;403;113;365;;;43;;;123;165;;737;5365;119;3;12;53;2;125;601;1;15;1;;27;;323;3;207;;;1696;;;;58;71;824;;5;2;;110;4242;;;84;;37;;15;8;980;335;;288;578;;15;146;;;12;49;390;11;;3;63;61;;;;284;2203;;;2;4;165;19850;65;;1252;;3;;;9;22;6;4;;;5;;48;867;169;1595;649;287;;786;1499;12;595;310;416;39;;137;103;35;59;270;2;12;275;3;71;49;15;;40;;12;13;;;6;28;;154;;2;625;14;;83;14;7;3;;19;1012;;61;12;12;484;;;456;13;182;;13;1;10;111;85;3200;123;;27;953;103;;170168;20575;7;;8;;;2;;;;253;11;8421;;13;65;;7703;189;;139;137;;437;42;83;95;;;653;829;664;14;559;23063;;4;;;5;82;919;;;;14;11454;62;2091;34;3967;;53;91;;150;1499;;;214;7;18;Romania;170168
Iceland;1;15;17;;0;15;;;9;2;0;61;62;3;1;1;0;1;1;56;1;0;2;;9;;14;;20;;0;46;0;;28;2;2;170;;;;;34;118;;;42;;;;5;1;9;11;;2;64;;2;2175;0;1;4;10;12;1;1;1;11;22;273;;0;97;196;;;;4;3;922;15;;8;38;;;;21;5;;10;1;;11;49;;105;67;16;9;68;;20;73;7;31;6;1;17;;1;1;;10;17;;0;0;;16;64;1;1;7;;0;1;;;;5;;24;;1;8;;;53;6;0;15;0;12;133;;62;2;0;18;;;760;;10;;2;1;2;30;405;878;71;1;2;29;1;;34;273;1;;;;;;;;;2;5;463;;8;9;;2;10;0;1;64;;130;93;;;0;;1280;63;11;50;322;9;;1;;1;2;9;27;0;;;5;17;1;684;10;1190;;5;2;;9;148;;;0;3;6;Denmark;2175
India;12026;;;;;;;;;;;1964;;;;;4127135;;;;;;;9610;;;;;;;23639;;;;;;;4242;;;;;;13430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1298;;3628;;;;;;4140;;;;;;;;;;;;;;;;;;1394;2569;900;;;;;;890;;2052;5541;;12149;;;;;;;;;;;;;13758;1027;;;;;;1455;;;;;;;;;;73795;;;591200;;;;;;1038;;;;;1637255;;;;;;;;323;;;;;;;2547;;;;;;;;;;5767;;;;;7240;;;;;;;;;235785;;;;;;;;;;;;;;;;;236;;;;1465;;12301;5508;;4490;;;;;;1762;;;;920;;Bangladesh;4127135
Indonesia;;;;;;;;;;;;3945;;;;;;;;;;;;;;;;;;;;;;;;;;189;;;;;;170906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5172;;;;;;;;;8293;3209;;;;;;;;;;;9170;;;;;;3577;;;;;;;;;;;;;;;;;;;;;614;;;;;;;;;;3629;;;;;;2297;;;;;7189;;;;;;;;;;;;;;3668;;;;;2875;;;;;;;;;;;;;;;;2292;;964;;71378;;;;;;;;;;;;;13817;;5786;;;;;;;;;;;;China;170906
Iran_(Islamic_Republic_of);2029435;;;;;;;;;573;;;;898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;833700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;304;237;;;;;;;;;;;;;;;;;;;;Afghanistan;2029435
Iraq;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13058;;;732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;211;;44953;;;;;;;;9397;;;;364;;;;1383;;;;;;;;;;;;;;;182;;;;;;;;;532;;;;;;;;;;;;;;;;619;;;;;;;;;;;;;;;248;;;;;;;;;;612;;;;;;;;;;377;;268;;;73847;3447;;;;;5633;;;;;;;;;284;17439;;;;;;262;;;;;;;;;;;;1819;;;State_of_Palestine;73847
Ireland;79;158;313;;1;255;1;2;175;28;4;1882;175;27;14;44;557;11;325;507;2;18;30;4;10;;342;42;1341;1;9;494;5;25;2;5;185;1313;13;4;5;;75;3056;468;;;0;578;;5;71;269;44;;70;1437;70;27;359;1;1;5;21;284;14;0;20;674;82;2;2;8;266;3104;;1;3;30;136;4291;268;20;160;1;8;;;66;27;1;16;3;;6;906;20;2655;67;237;241;;;116;1977;64;282;60;138;257;0;107;17;18;3814;71;20;57;233;1;6758;36;6;40;929;2;16;81;0;;4;206;;162;0;4;169;0;1;145;21;35;20;;73;1728;4;680;9;69;4542;;;162;26;1594;;9;7;14;67;2741;17186;432;;18;102;616;;2334;1244;42;4;1;4;0;2;7;0;;229;12;0;5;105;115;;2234;38;1;282;2196;;1765;127;36;314;6;11;515;294;61;11;285;349;2;61;;1;60;53;260;3;1;;80;925;107;124169;67;12608;;30;49;1;67;338;;1;16;181;653;United_Kingdom_of_Great_Britain_and_Northern_Ireland;124169
Isle_of_Man;;;;;;;;;;;;140;;;;;;;;;;;;;;;;;;;;;;;;;;119;;;;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;345;;;;;;;;;;;;;;;;;;;;;;;;;;;32475;;210;;;;;;;;;;;;United_Kingdom_of_Great_Britain_and_Northern_Ireland;32475
Israel;2836;;25514;;;;;;29503;;;2435;6471;15271;;;;;32968;4294;;;;;;;;;6759;;;19887;;;;;;5666;;;;;2900;1002;;;1520;;;;;;;;;;;;;1261;;;;;22829;;;;;50287;;;;516;23373;;;;;24200;27508;;;1723;;;;;;;;;;;;15907;;18225;;51220;77265;;;;4981;;;;8001;;;;1407;;8948;4570;;;19857;;12500;;;;;;;;;;;;;1721;;;;;;166657;;;;;;4717;;;;;;;;;;;;;;;1021;;93907;;;;;26793;;131109;173915;;;;;;;;;;;;;;;;;;;;;9581;;3065;;;;;;1149;3030;11277;4238;;;;;;;;39320;32492;871;;;;170963;;17066;;56033;;4936;31147;;624;;;;37172;;;Russian_Federation;173915
Italy;236;159672;10991;;11;1024;;6;25795;152;;6643;13068;52;17;2;14361;13;884;11695;10;656;;24;1018;;15437;6;27162;;3;5423;2624;327;5918;167;1861;8234;;35;71;;6919;53519;;;12313;7;1898;;301;6833;17882;6552;;119;3306;21;1118;3670;12;22;13427;11373;41691;3013;33;4098;212;11136;;;10;1336;56690;;;75;363;164;75903;29731;;14957;;5;;;353;690;152;21;133;21;319;2875;141;23261;697;14034;837;3211;;4920;;106;10155;3989;296;592;16;78;41;128;337;6639;3;108;4411;21;298;779;645;29;203;6;272;697;5;;216;10066;;4177;7;179;31;3757;;227427;186;97;24;1;103;13450;;258;257;86;19320;;;567;39;15787;4;362;9;315;29771;75405;33838;6018;;1;2263;3371;;79401;11088;379;;6;6;;3;40;2080;26;55;47201;48026;520;455;124;;1748;3048;3;9103;824;;23051;30976;214;430;17;5;5003;32837;1963;19;2205;58600;27;741;;11;52;73188;8597;26;;1;208;6959;11;45568;461;45212;;1637;676;2;9261;1327;;;134;90;91;Morocco;227427
Jamaica;;;;;;;;143;;;;;;;616;;;497;;;7;;;;;;;;;;;;;;;;;1277;;;;;;;;;;;;;101;;;1837;;;;;;;;128;;;;137;;;;;;;;;;;;;;;;;;;;192;;;311;;;;;;165;;;962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128;;;;;;;;;77;;;;;;;;;;;;;;;;89;305;;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2126;;;;;;;;;5286;;5615;;;;;;;;;;;;United_States_of_America;5615
Japan;;;;;;;;;2950;;;6119;390;;;;5003;;;433;;;;;;;;;178865;;;;;;;1461;;7325;;;;;;226056;;;;;;;;;;;;;;;;577;;;;;645;;;;;;;;;442;3824;;;;;;4017;1187;;;;;;;;;;;;;;;;5584;7052;8764;;869;;;1279;;;;;;;;;;;;;;;;;;;;5428;;;;;;;;;1255;;;;;;;;;;;;834;;2094;;;1269;;;379;;4818;;;;;36768;75318;585;345;;;675535;;;;2199;;;;;;;;;;;;;;;1575;;;;;;;;1146;2832;;;;;860;955;;;16255;;;;;;;;;;;;;;;12657;;43792;;;;;;9224;;;;;;Republic_of_Korea;675535
Jordan;75;;320;;;;;;;29;;246;110;;;330;4677;;;61;;;;;;;197;;115;;21;77;;;;;;319;;;18;;;5718;24;;23;;;;;;25;;;87;24;71;;56;;;;;229396;;;115;;57;;;;;388;;;;;;642;39;;96;;;;;;;;;;;;374;;2572;6415;117;40831;70;;956;447;;135;;14;;;573;;;;2625;;;761;;;;;;664;;;;;;87;;;;;;;;;563;;16;;;115;195;;53;;;28;;;31;657;4558;;;;;;3455;93;;;187;106;23;;320;653;;;;;;;;;;4802;;54;;;;;20;;;58;48;285;326;13104;1140038;2309;;;96;148;54585;;100;158;;;;;;269;1101;;;;;263;205;724;;2433;;;;;42;;;;2664;;;State_of_Palestine;1140038
